IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Bangladesh,,BDT,08/03/2023,105.23,Trading Economics
Official,Bangladesh,,BDT,09/03/2023,105.37,Trading Economics
Official,Bangladesh,,BDT,10/03/2023,105.37,Trading Economics
Official,Bangladesh,,BDT,13/03/2023,105.43,Trading Economics
Official,Bangladesh,,BDT,14/03/2023,105.54,Trading Economics
Official,Bangladesh,,BDT,15/03/2023,105.4,Trading Economics
Official,Bangladesh,,BDT,16/03/2023,106.75,Trading Economics
Official,Bangladesh,,BDT,17/03/2023,106.75,Trading Economics
Official,Bangladesh,,BDT,20/03/2023,105.24,Trading Economics
Official,Bangladesh,,BDT,21/03/2023,106.51,Trading Economics
Official,Bangladesh,,BDT,22/03/2023,105.06,Trading Economics
Official,Bangladesh,,BDT,23/03/2023,105.05,Trading Economics
Official,Bangladesh,,BDT,24/03/2023,105.05,Trading Economics
Official,Bangladesh,,BDT,27/03/2023,105.04,Trading Economics
Official,Bangladesh,,BDT,28/03/2023,107.65,Trading Economics
Official,Bangladesh,,BDT,29/03/2023,106.36,Trading Economics
Official,Bangladesh,,BDT,30/03/2023,107.2,Trading Economics
Official,Bangladesh,,BDT,31/03/2023,107.2,Trading Economics
Official,Bangladesh,,BDT,03/04/2023,105.24,Trading Economics
Official,Bangladesh,,BDT,04/04/2023,105.47,Trading Economics
Official,Bangladesh,,BDT,05/04/2023,107.4,Trading Economics
Official,Bangladesh,,BDT,06/04/2023,105.81,Trading Economics
Official,Bangladesh,,BDT,07/04/2023,105.81,Trading Economics
Official,Bangladesh,,BDT,10/04/2023,106.16,Trading Economics
Official,Bangladesh,,BDT,11/04/2023,106.28,Trading Economics
Official,Bangladesh,,BDT,12/04/2023,106.34,Trading Economics
Official,Bangladesh,,BDT,13/04/2023,106.37,Trading Economics
Official,Bangladesh,,BDT,14/04/2023,106.37,Trading Economics
Official,Bangladesh,,BDT,17/04/2023,106.25,Trading Economics
Official,Bangladesh,,BDT,18/04/2023,106.11,Trading Economics
Official,Bangladesh,,BDT,19/04/2023,106.11,Trading Economics
Official,Bangladesh,,BDT,20/04/2023,106.11,Trading Economics
Official,Bangladesh,,BDT,21/04/2023,106.11,Trading Economics
Official,Bangladesh,,BDT,24/04/2023,106.1,Trading Economics
Official,Bangladesh,,BDT,25/04/2023,107.5,Trading Economics
Official,Bangladesh,,BDT,26/04/2023,106.12,Trading Economics
Official,Bangladesh,,BDT,27/04/2023,106.1,Trading Economics
Official,Bangladesh,,BDT,28/04/2023,106.1,Trading Economics
Official,Bangladesh,,BDT,01/05/2023,106.09,Trading Economics
Official,Bangladesh,,BDT,02/05/2023,106.06,Trading Economics
Official,Bangladesh,,BDT,03/05/2023,106.44,Trading Economics
Official,Bangladesh,,BDT,04/05/2023,106.44,Trading Economics
Official,Bangladesh,,BDT,05/05/2023,106.44,Trading Economics
Official,Bangladesh,,BDT,08/05/2023,106.93,Trading Economics
Official,Bangladesh,,BDT,09/05/2023,107.74,Trading Economics
Official,Bangladesh,,BDT,10/05/2023,107.33,Trading Economics
Official,Bangladesh,,BDT,11/05/2023,107.34,Trading Economics
Official,Bangladesh,,BDT,12/05/2023,107.34,Trading Economics
Official,Bangladesh,,BDT,15/05/2023,107.85,Trading Economics
Official,Bangladesh,,BDT,16/05/2023,107.36,Trading Economics
Official,Bangladesh,,BDT,17/05/2023,107.35,Trading Economics
Official,Bangladesh,,BDT,18/05/2023,107.26,Trading Economics
Official,Bangladesh,,BDT,19/05/2023,107.26,Trading Economics
Official,Bangladesh,,BDT,22/05/2023,107.2,Trading Economics
Official,Bangladesh,,BDT,23/05/2023,107.79,Trading Economics
Official,Bangladesh,,BDT,24/05/2023,107.18,Trading Economics
Official,Bangladesh,,BDT,25/05/2023,107.16,Trading Economics
Official,Bangladesh,,BDT,26/05/2023,107.16,Trading Economics
Official,Bangladesh,,BDT,29/05/2023,107.18,Trading Economics
Official,Bangladesh,,BDT,30/05/2023,107.24,Trading Economics
Official,Bangladesh,,BDT,31/05/2023,107.2,Trading Economics
Official,Bangladesh,,BDT,01/06/2023,107.23,Trading Economics
Official,Bangladesh,,BDT,02/06/2023,107.23,Trading Economics
Official,Bangladesh,,BDT,05/06/2023,107.68,Trading Economics
Official,Bangladesh,,BDT,06/06/2023,107.87,Trading Economics
Official,Bangladesh,,BDT,07/06/2023,107.92,Trading Economics
Official,Bangladesh,,BDT,08/06/2023,108.21,Trading Economics
Official,Bangladesh,,BDT,09/06/2023,108.21,Trading Economics
Official,Bangladesh,,BDT,12/06/2023,108.29,Trading Economics
Official,Bangladesh,,BDT,13/06/2023,108.25,Trading Economics
Official,Bangladesh,,BDT,14/06/2023,109.25,Trading Economics
Official,Bangladesh,,BDT,15/06/2023,108.2,Trading Economics
Official,Bangladesh,,BDT,16/06/2023,108.2,Trading Economics
Official,Bangladesh,,BDT,19/06/2023,108.19,Trading Economics
Official,Bangladesh,,BDT,20/06/2023,108.16,Trading Economics
Official,Bangladesh,,BDT,21/06/2023,108.14,Trading Economics
Official,Bangladesh,,BDT,22/06/2023,108.13,Trading Economics
Official,Bangladesh,,BDT,23/06/2023,108.13,Trading Economics
Official,Bangladesh,,BDT,26/06/2023,108.13,Trading Economics
Official,Bangladesh,,BDT,27/06/2023,108.13,Trading Economics
Official,Bangladesh,,BDT,28/06/2023,108.13,Trading Economics
Official,Bangladesh,,BDT,29/06/2023,108.13,Trading Economics
Official,Bangladesh,,BDT,30/06/2023,108.13,Trading Economics
Official,Bangladesh,,BDT,03/07/2023,108.17,Trading Economics
Official,Bangladesh,,BDT,04/07/2023,108.3,Trading Economics
Official,Bangladesh,,BDT,05/07/2023,108.4,Trading Economics
Official,Bangladesh,,BDT,06/07/2023,108.58,Trading Economics
Official,Bangladesh,,BDT,07/07/2023,108.58,Trading Economics
Official,Bangladesh,,BDT,10/07/2023,108.54,Trading Economics
Official,Bangladesh,,BDT,11/07/2023,108.74,Trading Economics
Official,Bangladesh,,BDT,12/07/2023,108.72,Trading Economics
Official,Bangladesh,,BDT,13/07/2023,108.72,Trading Economics
Official,Bangladesh,,BDT,14/07/2023,108.72,Trading Economics
Official,Bangladesh,,BDT,17/07/2023,108.74,Trading Economics
Official,Bangladesh,,BDT,18/07/2023,108.48,Trading Economics
Official,Bangladesh,,BDT,19/07/2023,108.5,Trading Economics
Official,Bangladesh,,BDT,20/07/2023,108.49,Trading Economics
Official,Bangladesh,,BDT,21/07/2023,108.49,Trading Economics
Official,Bangladesh,,BDT,24/07/2023,108.5,Trading Economics
Official,Bangladesh,,BDT,25/07/2023,108.48,Trading Economics
Official,Bangladesh,,BDT,26/07/2023,108.48,Trading Economics
Official,Bangladesh,,BDT,27/07/2023,108.47,Trading Economics
Official,Bangladesh,,BDT,28/07/2023,108.47,Trading Economics
Official,Bangladesh,,BDT,31/07/2023,108.47,Trading Economics
Official,Bangladesh,,BDT,01/08/2023,108.48,Trading Economics
Official,Bangladesh,,BDT,02/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,03/08/2023,108.95,Trading Economics
Official,Bangladesh,,BDT,04/08/2023,108.95,Trading Economics
Official,Bangladesh,,BDT,07/08/2023,109.33,Trading Economics
Official,Bangladesh,,BDT,08/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,09/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,10/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,11/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,14/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,15/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,16/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,17/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,18/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,21/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,22/08/2023,109,Trading Economics
Official,Bangladesh,,BDT,23/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,24/08/2023,109,Trading Economics
Official,Bangladesh,,BDT,25/08/2023,109,Trading Economics
Official,Bangladesh,,BDT,28/08/2023,109,Trading Economics
Official,Bangladesh,,BDT,29/08/2023,109.4,Trading Economics
Official,Bangladesh,,BDT,30/08/2023,109,Trading Economics
Official,Bangladesh,,BDT,31/08/2023,109,Trading Economics
Official,Bangladesh,,BDT,01/09/2023,109,Trading Economics
Official,Bangladesh,,BDT,04/09/2023,109.9,Trading Economics
Official,Bangladesh,,BDT,05/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,06/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,07/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,08/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,11/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,12/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,13/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,14/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,15/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,18/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,19/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,20/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,21/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,22/09/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,25/09/2023,110,Trading Economics
Official,Bangladesh,,BDT,26/09/2023,110,Trading Economics
Official,Bangladesh,,BDT,27/09/2023,110,Trading Economics
Official,Bangladesh,,BDT,28/09/2023,110,Trading Economics
Official,Bangladesh,,BDT,29/09/2023,110,Trading Economics
Official,Bangladesh,,BDT,02/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,03/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,04/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,05/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,06/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,09/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,10/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,11/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,12/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,13/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,16/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,17/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,18/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,19/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,20/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,23/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,24/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,25/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,26/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,27/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,30/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,31/10/2023,110,Trading Economics
Official,Bangladesh,,BDT,01/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,02/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,03/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,06/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,07/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,08/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,09/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,10/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,13/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,14/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,15/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,16/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,17/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,20/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,21/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,22/11/2023,110.5,Trading Economics
Official,Bangladesh,,BDT,23/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,24/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,27/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,28/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,29/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,30/11/2023,110,Trading Economics
Official,Bangladesh,,BDT,01/12/2023,110,Trading Economics
Official,Bangladesh,,BDT,04/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,05/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,06/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,07/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,08/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,11/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,12/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,13/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,14/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,15/12/2023,109.75,Trading Economics
Official,Bangladesh,,BDT,18/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,19/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,20/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,21/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,22/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,25/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,26/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,27/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,28/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,29/12/2023,109.5,Trading Economics
Official,Bangladesh,,BDT,01/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,02/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,03/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,04/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,05/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,08/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,09/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,10/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,11/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,12/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,15/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,16/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,17/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,18/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,19/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,22/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,23/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,24/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,25/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,26/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,29/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,30/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,31/01/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,01/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,02/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,05/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,06/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,07/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,08/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,09/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,12/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,13/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,14/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,15/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,16/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,19/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,20/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,21/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,22/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,23/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,26/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,27/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,28/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,29/02/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,01/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,04/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,05/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,06/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,07/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,08/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,11/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,12/03/2024,109.48,Trading Economics
Official,Bangladesh,,BDT,13/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,14/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,15/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,18/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,19/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,20/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,21/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,22/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,25/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,26/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,27/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,28/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,29/03/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,01/04/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,02/04/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,03/04/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,04/04/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,05/04/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,07/04/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,08/04/2024,109.5,Trading Economics
Official,Bangladesh,,BDT,09/04/2024,108.108,Trading Economics
Official,Bangladesh,,BDT,10/04/2024,109.877,Trading Economics
Official,Bangladesh,,BDT,11/04/2024,108.066,Trading Economics
Official,Bangladesh,,BDT,12/04/2024,108.003,Trading Economics
Official,Bangladesh,,BDT,15/04/2024,109.69708,Trading Economics
Official,Bangladesh,,BDT,16/04/2024,109.697,Trading Economics
Official,Bangladesh,,BDT,17/04/2024,109.66842,Trading Economics
Official,Bangladesh,,BDT,18/04/2024,109.74365,Trading Economics
Official,Bangladesh,,BDT,19/04/2024,109.75541,Trading Economics
Official,Bangladesh,,BDT,22/04/2024,109.84405,Trading Economics
Official,Bangladesh,,BDT,23/04/2024,109.621,Trading Economics
Official,Bangladesh,,BDT,24/04/2024,109.76569,Trading Economics
Official,Bangladesh,,BDT,25/04/2024,109.75382,Trading Economics
Official,Bangladesh,,BDT,26/04/2024,109.68833,Trading Economics
Official,Bangladesh,,BDT,29/04/2024,109.72527,Trading Economics
Official,Bangladesh,,BDT,30/04/2024,109.79317,Trading Economics
Official,Bangladesh,,BDT,01/05/2024,109.73707,Trading Economics
Official,Bangladesh,,BDT,02/05/2024,109.7867,Trading Economics
Official,Bangladesh,,BDT,03/05/2024,109.70821,Trading Economics
Official,Bangladesh,,BDT,06/05/2024,109.751,Trading Economics
Official,Bangladesh,,BDT,07/05/2024,109.76856,Trading Economics
Official,Bangladesh,,BDT,08/05/2024,109.776,Trading Economics
Official,Bangladesh,,BDT,09/05/2024,117.027,Trading Economics
Official,Bangladesh,,BDT,10/05/2024,116.99384,Trading Economics
Official,Bangladesh,,BDT,13/05/2024,116.952,Trading Economics
Official,Bangladesh,,BDT,14/05/2024,116.99,Trading Economics
Official,Bangladesh,,BDT,15/05/2024,117.08849,Trading Economics
Official,Bangladesh,,BDT,16/05/2024,117.094,Trading Economics
Official,Bangladesh,,BDT,17/05/2024,117.09135,Trading Economics
Official,Bangladesh,,BDT,20/05/2024,117.222,Trading Economics
Official,Bangladesh,,BDT,21/05/2024,117.178,Trading Economics
Official,Bangladesh,,BDT,22/05/2024,117.21206,Trading Economics
Official,Bangladesh,,BDT,23/05/2024,117.299,Trading Economics
Official,Bangladesh,,BDT,24/05/2024,117.21004,Trading Economics
Official,Bangladesh,,BDT,27/05/2024,117.35192,Trading Economics
Official,Bangladesh,,BDT,28/05/2024,117.578,Trading Economics
Official,Bangladesh,,BDT,29/05/2024,117.47497,Trading Economics
Official,Bangladesh,,BDT,30/05/2024,117.406,Trading Economics
Official,Bangladesh,,BDT,31/05/2024,117.35495,Trading Economics
Official,Bangladesh,,BDT,03/06/2024,117.37312,Trading Economics
Official,Bangladesh,,BDT,04/06/2024,117.438,Trading Economics
Official,Bangladesh,,BDT,05/06/2024,117.5014,Trading Economics
Official,Bangladesh,,BDT,06/06/2024,117.274,Trading Economics
Official,Bangladesh,,BDT,07/06/2024,117.43532,Trading Economics
Official,Bangladesh,,BDT,10/06/2024,117.418,Trading Economics
Official,Bangladesh,,BDT,11/06/2024,117.677,Trading Economics
Official,Bangladesh,,BDT,12/06/2024,117.49889,Trading Economics
Official,Bangladesh,,BDT,13/06/2024,117.778,Trading Economics
Official,Bangladesh,,BDT,14/06/2024,117.49149,Trading Economics
Official,Bangladesh,,BDT,17/06/2024,117.482,Trading Economics
Official,Bangladesh,,BDT,18/06/2024,117.51917,Trading Economics
Official,Bangladesh,,BDT,19/06/2024,117.536,Trading Economics
Official,Bangladesh,,BDT,20/06/2024,117.48,Trading Economics
Official,Bangladesh,,BDT,21/06/2024,117.47527,Trading Economics
Official,Bangladesh,,BDT,24/06/2024,117.50781,Trading Economics
Official,Bangladesh,,BDT,25/06/2024,117.55815,Trading Economics
Official,Bangladesh,,BDT,26/06/2024,117.531,Trading Economics
Official,Bangladesh,,BDT,27/06/2024,117.537,Trading Economics
Official,Bangladesh,,BDT,28/06/2024,117.51193,Trading Economics
Official,Bangladesh,,BDT,01/07/2024,117.5075,Trading Economics
Official,Bangladesh,,BDT,02/07/2024,117.49667,Trading Economics
Official,Bangladesh,,BDT,03/07/2024,117.48362,Trading Economics
Official,Bangladesh,,BDT,04/07/2024,117.527,Trading Economics
Official,Bangladesh,,BDT,05/07/2024,117.32962,Trading Economics
Official,Bangladesh,,BDT,08/07/2024,117.536,Trading Economics
Official,Bangladesh,,BDT,09/07/2024,117.582,Trading Economics
Official,Bangladesh,,BDT,10/07/2024,117.47966,Trading Economics
Official,Bangladesh,,BDT,11/07/2024,117.493,Trading Economics
Official,Bangladesh,,BDT,12/07/2024,117.5023,Trading Economics
Official,Bangladesh,,BDT,15/07/2024,117.487,Trading Economics
Official,Bangladesh,,BDT,16/07/2024,117.514,Trading Economics
Official,Bangladesh,,BDT,17/07/2024,117.44911,Trading Economics
Official,Bangladesh,,BDT,18/07/2024,117.521,Trading Economics
Official,Bangladesh,,BDT,19/07/2024,117.46013,Trading Economics
Official,Bangladesh,,BDT,22/07/2024,117.534,Trading Economics
Official,Bangladesh,,BDT,23/07/2024,117.44136,Trading Economics
Official,Bangladesh,,BDT,24/07/2024,117.527,Trading Economics
Official,Bangladesh,,BDT,25/07/2024,117.504,Trading Economics
Official,Bangladesh,,BDT,26/07/2024,117.44991,Trading Economics
Official,Bangladesh,,BDT,29/07/2024,117.53194,Trading Economics
Official,Bangladesh,,BDT,30/07/2024,117.54168,Trading Economics
Official,Bangladesh,,BDT,31/07/2024,117.46034,Trading Economics
Official,Bangladesh,,BDT,01/08/2024,117.399,Trading Economics
Official,Bangladesh,,BDT,02/08/2024,117.43954,Trading Economics
Official,Bangladesh,,BDT,05/08/2024,117.43119,Trading Economics
Official,Bangladesh,,BDT,06/08/2024,117.533,Trading Economics
Official,Bangladesh,,BDT,07/08/2024,117.48707,Trading Economics
Official,Bangladesh,,BDT,08/08/2024,117.486,Trading Economics
Official,Bangladesh,,BDT,09/08/2024,117.5576,Trading Economics
Official,Bangladesh,,BDT,12/08/2024,117.52483,Trading Economics
Official,Bangladesh,,BDT,13/08/2024,117.469,Trading Economics
Official,Bangladesh,,BDT,14/08/2024,117.518,Trading Economics
Official,Bangladesh,,BDT,15/08/2024,117.904,Trading Economics
Official,Bangladesh,,BDT,16/08/2024,117.51809,Trading Economics
Official,Bangladesh,,BDT,19/08/2024,119.30413,Trading Economics
Official,Bangladesh,,BDT,20/08/2024,119.01,Trading Economics
Official,Bangladesh,,BDT,21/08/2024,119.34042,Trading Economics
Official,Bangladesh,,BDT,22/08/2024,119.59,Trading Economics
Official,Bangladesh,,BDT,23/08/2024,119.55001,Trading Economics
Official,Bangladesh,,BDT,26/08/2024,119.508,Trading Economics
Official,Bangladesh,,BDT,27/08/2024,119.47889,Trading Economics
Official,Bangladesh,,BDT,28/08/2024,119.28074,Trading Economics
Official,Bangladesh,,BDT,29/08/2024,119.832,Trading Economics
Official,Bangladesh,,BDT,30/08/2024,119.49944,Trading Economics
Official,Bangladesh,,BDT,02/09/2024,119.491,Trading Economics
Official,Bangladesh,,BDT,03/09/2024,119.47546,Trading Economics
Official,Bangladesh,,BDT,04/09/2024,119.19878,Trading Economics
Official,Bangladesh,,BDT,05/09/2024,119.358,Trading Economics
Official,Bangladesh,,BDT,06/09/2024,119.51681,Trading Economics
Official,Bangladesh,,BDT,07/09/2024,119,Trading Economics
Official,Bangladesh,,BDT,09/09/2024,119.53971,Trading Economics
Official,Bangladesh,,BDT,10/09/2024,119.54188,Trading Economics
Official,Bangladesh,,BDT,11/09/2024,119.47,Trading Economics
Official,Bangladesh,,BDT,12/09/2024,119.56611,Trading Economics
Official,Bangladesh,,BDT,13/09/2024,119.51846,Trading Economics
Official,Bangladesh,,BDT,14/09/2024,119,Trading Economics
Official,Bangladesh,,BDT,16/09/2024,119.561,Trading Economics
Official,Bangladesh,,BDT,17/09/2024,119.704,Trading Economics
Official,Bangladesh,,BDT,18/09/2024,119.53,Trading Economics
Official,Bangladesh,,BDT,19/09/2024,119.677,Trading Economics
Official,Bangladesh,,BDT,20/09/2024,119.53691,Trading Economics
Official,Bangladesh,,BDT,23/09/2024,119.412,Trading Economics
Official,Bangladesh,,BDT,24/09/2024,119.538,Trading Economics
Official,Bangladesh,,BDT,25/09/2024,119.51173,Trading Economics
Official,Bangladesh,,BDT,26/09/2024,119.512,Trading Economics
Official,Bangladesh,,BDT,27/09/2024,119.47517,Trading Economics
Official,Bangladesh,,BDT,30/09/2024,119.452,Trading Economics
Official,Bangladesh,,BDT,01/10/2024,119.408,Trading Economics
Official,Bangladesh,,BDT,02/10/2024,119.45624,Trading Economics
Official,Bangladesh,,BDT,03/10/2024,119.54685,Trading Economics
Official,Bangladesh,,BDT,04/10/2024,119.45954,Trading Economics
Official,Bangladesh,,BDT,07/10/2024,119.436,Trading Economics
Official,Bangladesh,,BDT,08/10/2024,119.52869,Trading Economics
Official,Bangladesh,,BDT,09/10/2024,119.51189,Trading Economics
Official,Bangladesh,,BDT,10/10/2024,119.543,Trading Economics
Official,Bangladesh,,BDT,11/10/2024,119.57343,Trading Economics
Official,Bangladesh,,BDT,14/10/2024,119.52969,Trading Economics
Official,Bangladesh,,BDT,15/10/2024,119.52334,Trading Economics
