IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Bangladesh,,BDT,01/04/2013,78.13,Trading Economics
Official,Bangladesh,,BDT,02/04/2013,78.08,Trading Economics
Official,Bangladesh,,BDT,03/04/2013,78.08,Trading Economics
Official,Bangladesh,,BDT,04/04/2013,78.05,Trading Economics
Official,Bangladesh,,BDT,08/04/2013,78.06,Trading Economics
Official,Bangladesh,,BDT,09/04/2013,78.06,Trading Economics
Official,Bangladesh,,BDT,10/04/2013,78.05,Trading Economics
Official,Bangladesh,,BDT,11/04/2013,78.03,Trading Economics
Official,Bangladesh,,BDT,12/04/2013,78.03,Trading Economics
Official,Bangladesh,,BDT,15/04/2013,78,Trading Economics
Official,Bangladesh,,BDT,16/04/2013,77.98,Trading Economics
Official,Bangladesh,,BDT,17/04/2013,78,Trading Economics
Official,Bangladesh,,BDT,18/04/2013,77.98,Trading Economics
Official,Bangladesh,,BDT,19/04/2013,77.95,Trading Economics
Official,Bangladesh,,BDT,22/04/2013,77.95,Trading Economics
Official,Bangladesh,,BDT,23/04/2013,77.87,Trading Economics
Official,Bangladesh,,BDT,24/04/2013,77.9,Trading Economics
Official,Bangladesh,,BDT,25/04/2013,77.87,Trading Economics
Official,Bangladesh,,BDT,26/04/2013,77.85,Trading Economics
Official,Bangladesh,,BDT,29/04/2013,77.9,Trading Economics
Official,Bangladesh,,BDT,30/04/2013,77.92,Trading Economics
Official,Bangladesh,,BDT,01/05/2013,77.88,Trading Economics
Official,Bangladesh,,BDT,02/05/2013,77.92,Trading Economics
Official,Bangladesh,,BDT,03/05/2013,77.9,Trading Economics
Official,Bangladesh,,BDT,06/05/2013,77.92,Trading Economics
Official,Bangladesh,,BDT,07/05/2013,77.88,Trading Economics
Official,Bangladesh,,BDT,08/05/2013,77.85,Trading Economics
Official,Bangladesh,,BDT,09/05/2013,77.83,Trading Economics
Official,Bangladesh,,BDT,10/05/2013,77.82,Trading Economics
Official,Bangladesh,,BDT,13/05/2013,77.82,Trading Economics
Official,Bangladesh,,BDT,14/05/2013,77.77,Trading Economics
Official,Bangladesh,,BDT,15/05/2013,77.77,Trading Economics
Official,Bangladesh,,BDT,16/05/2013,77.77,Trading Economics
Official,Bangladesh,,BDT,17/05/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,20/05/2013,77.77,Trading Economics
Official,Bangladesh,,BDT,21/05/2013,77.76,Trading Economics
Official,Bangladesh,,BDT,22/05/2013,77.74,Trading Economics
Official,Bangladesh,,BDT,23/05/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,24/05/2013,77.68,Trading Economics
Official,Bangladesh,,BDT,27/05/2013,77.77,Trading Economics
Official,Bangladesh,,BDT,28/05/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,29/05/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,30/05/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,31/05/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,03/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,04/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,05/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,06/06/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,07/06/2013,77.73,Trading Economics
Official,Bangladesh,,BDT,10/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,11/06/2013,77.74,Trading Economics
Official,Bangladesh,,BDT,12/06/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,13/06/2013,77.73,Trading Economics
Official,Bangladesh,,BDT,14/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,17/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,18/06/2013,77.73,Trading Economics
Official,Bangladesh,,BDT,19/06/2013,77.73,Trading Economics
Official,Bangladesh,,BDT,20/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,21/06/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,24/06/2013,77.65,Trading Economics
Official,Bangladesh,,BDT,25/06/2013,77.6,Trading Economics
Official,Bangladesh,,BDT,26/06/2013,77.58,Trading Economics
Official,Bangladesh,,BDT,27/06/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,28/06/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,01/07/2013,77.73,Trading Economics
Official,Bangladesh,,BDT,02/07/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,03/07/2013,77.74,Trading Economics
Official,Bangladesh,,BDT,04/07/2013,77.76,Trading Economics
Official,Bangladesh,,BDT,05/07/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,08/07/2013,77.73,Trading Economics
Official,Bangladesh,,BDT,09/07/2013,77.74,Trading Economics
Official,Bangladesh,,BDT,10/07/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,11/07/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,12/07/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,15/07/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,16/07/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,17/07/2013,77.68,Trading Economics
Official,Bangladesh,,BDT,18/07/2013,77.67,Trading Economics
Official,Bangladesh,,BDT,19/07/2013,77.65,Trading Economics
Official,Bangladesh,,BDT,22/07/2013,77.73,Trading Economics
Official,Bangladesh,,BDT,23/07/2013,77.75,Trading Economics
Official,Bangladesh,,BDT,24/07/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,25/07/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,26/07/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,29/07/2013,77.65,Trading Economics
Official,Bangladesh,,BDT,30/07/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,31/07/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,01/08/2013,77.67,Trading Economics
Official,Bangladesh,,BDT,02/08/2013,77.65,Trading Economics
Official,Bangladesh,,BDT,05/08/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,06/08/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,07/08/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,08/08/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,09/08/2013,77.68,Trading Economics
Official,Bangladesh,,BDT,12/08/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,13/08/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,14/08/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,15/08/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,16/08/2013,77.7,Trading Economics
Official,Bangladesh,,BDT,19/08/2013,77.68,Trading Economics
Official,Bangladesh,,BDT,20/08/2013,76.9,Trading Economics
Official,Bangladesh,,BDT,21/08/2013,76.73,Trading Economics
Official,Bangladesh,,BDT,22/08/2013,76.6,Trading Economics
Official,Bangladesh,,BDT,23/08/2013,76.6,Trading Economics
Official,Bangladesh,,BDT,26/08/2013,76.9,Trading Economics
Official,Bangladesh,,BDT,27/08/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,28/08/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,29/08/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,30/08/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,02/09/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,03/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,04/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,05/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,06/09/2013,76.85,Trading Economics
Official,Bangladesh,,BDT,09/09/2013,76.85,Trading Economics
Official,Bangladesh,,BDT,10/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,11/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,12/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,13/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,16/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,17/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,18/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,19/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,20/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,23/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,24/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,25/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,26/09/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,27/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,30/09/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,01/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,02/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,03/10/2013,77.24,Trading Economics
Official,Bangladesh,,BDT,04/10/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,07/10/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,08/10/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,09/10/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,10/10/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,11/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,14/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,15/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,16/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,17/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,18/10/2013,77.72,Trading Economics
Official,Bangladesh,,BDT,21/10/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,22/10/2013,77.22,Trading Economics
Official,Bangladesh,,BDT,23/10/2013,77.65,Trading Economics
Official,Bangladesh,,BDT,24/10/2013,77.57,Trading Economics
Official,Bangladesh,,BDT,25/10/2013,77.57,Trading Economics
Official,Bangladesh,,BDT,28/10/2013,77.07,Trading Economics
Official,Bangladesh,,BDT,29/10/2013,77.07,Trading Economics
Official,Bangladesh,,BDT,30/10/2013,77.07,Trading Economics
Official,Bangladesh,,BDT,31/10/2013,77.07,Trading Economics
Official,Bangladesh,,BDT,01/11/2013,77.07,Trading Economics
Official,Bangladesh,,BDT,04/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,05/11/2013,77.53,Trading Economics
Official,Bangladesh,,BDT,06/11/2013,77.58,Trading Economics
Official,Bangladesh,,BDT,07/11/2013,77.58,Trading Economics
Official,Bangladesh,,BDT,08/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,11/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,12/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,13/11/2013,77.58,Trading Economics
Official,Bangladesh,,BDT,14/11/2013,77.58,Trading Economics
Official,Bangladesh,,BDT,15/11/2013,77.53,Trading Economics
Official,Bangladesh,,BDT,18/11/2013,77.53,Trading Economics
Official,Bangladesh,,BDT,19/11/2013,77.5,Trading Economics
Official,Bangladesh,,BDT,20/11/2013,77.52,Trading Economics
Official,Bangladesh,,BDT,21/11/2013,77.54,Trading Economics
Official,Bangladesh,,BDT,22/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,25/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,26/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,27/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,28/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,29/11/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,02/12/2013,77.53,Trading Economics
Official,Bangladesh,,BDT,03/12/2013,77.52,Trading Economics
Official,Bangladesh,,BDT,04/12/2013,77.57,Trading Economics
Official,Bangladesh,,BDT,05/12/2013,77.52,Trading Economics
Official,Bangladesh,,BDT,06/12/2013,77.52,Trading Economics
Official,Bangladesh,,BDT,09/12/2013,77.57,Trading Economics
Official,Bangladesh,,BDT,10/12/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,11/12/2013,77.54,Trading Economics
Official,Bangladesh,,BDT,12/12/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,13/12/2013,77.54,Trading Economics
Official,Bangladesh,,BDT,16/12/2013,77.5,Trading Economics
Official,Bangladesh,,BDT,17/12/2013,77.52,Trading Economics
Official,Bangladesh,,BDT,18/12/2013,77.53,Trading Economics
Official,Bangladesh,,BDT,19/12/2013,77.52,Trading Economics
Official,Bangladesh,,BDT,20/12/2013,77.55,Trading Economics
Official,Bangladesh,,BDT,23/12/2013,77.53,Trading Economics
Official,Bangladesh,,BDT,24/12/2013,77.18,Trading Economics
Official,Bangladesh,,BDT,25/12/2013,77.18,Trading Economics
Official,Bangladesh,,BDT,26/12/2013,77.15,Trading Economics
Official,Bangladesh,,BDT,27/12/2013,77.1,Trading Economics
Official,Bangladesh,,BDT,30/12/2013,77.18,Trading Economics
Official,Bangladesh,,BDT,31/12/2013,77.16,Trading Economics
Official,Bangladesh,,BDT,01/01/2014,77.16,Trading Economics
Official,Bangladesh,,BDT,02/01/2014,77.15,Trading Economics
Official,Bangladesh,,BDT,03/01/2014,77.12,Trading Economics
Official,Bangladesh,,BDT,06/01/2014,77.55,Trading Economics
Official,Bangladesh,,BDT,07/01/2014,77.17,Trading Economics
Official,Bangladesh,,BDT,08/01/2014,77.7,Trading Economics
Official,Bangladesh,,BDT,09/01/2014,77.7,Trading Economics
Official,Bangladesh,,BDT,10/01/2014,77.7,Trading Economics
Official,Bangladesh,,BDT,13/01/2014,77.17,Trading Economics
Official,Bangladesh,,BDT,14/01/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,15/01/2014,77.61,Trading Economics
Official,Bangladesh,,BDT,16/01/2014,77.15,Trading Economics
Official,Bangladesh,,BDT,17/01/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,20/01/2014,77.19,Trading Economics
Official,Bangladesh,,BDT,21/01/2014,77.15,Trading Economics
Official,Bangladesh,,BDT,22/01/2014,77.18,Trading Economics
Official,Bangladesh,,BDT,23/01/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,24/01/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,27/01/2014,77.18,Trading Economics
Official,Bangladesh,,BDT,28/01/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,29/01/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,30/01/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,31/01/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,03/02/2014,77.54,Trading Economics
Official,Bangladesh,,BDT,04/02/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,05/02/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,06/02/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,07/02/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,10/02/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,11/02/2014,77.17,Trading Economics
Official,Bangladesh,,BDT,12/02/2014,77.6,Trading Economics
Official,Bangladesh,,BDT,13/02/2014,77.17,Trading Economics
Official,Bangladesh,,BDT,14/02/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,17/02/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,18/02/2014,77.55,Trading Economics
Official,Bangladesh,,BDT,19/02/2014,77.57,Trading Economics
Official,Bangladesh,,BDT,20/02/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,21/02/2014,77.46,Trading Economics
Official,Bangladesh,,BDT,24/02/2014,77.45,Trading Economics
Official,Bangladesh,,BDT,25/02/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,26/02/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,27/02/2014,77.37,Trading Economics
Official,Bangladesh,,BDT,28/02/2014,77.37,Trading Economics
Official,Bangladesh,,BDT,03/03/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,04/03/2014,77.72,Trading Economics
Official,Bangladesh,,BDT,05/03/2014,77.65,Trading Economics
Official,Bangladesh,,BDT,06/03/2014,77.63,Trading Economics
Official,Bangladesh,,BDT,07/03/2014,77.62,Trading Economics
Official,Bangladesh,,BDT,10/03/2014,77.57,Trading Economics
Official,Bangladesh,,BDT,11/03/2014,77.55,Trading Economics
Official,Bangladesh,,BDT,12/03/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,13/03/2014,77.47,Trading Economics
Official,Bangladesh,,BDT,14/03/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,17/03/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,18/03/2014,77.62,Trading Economics
Official,Bangladesh,,BDT,19/03/2014,77.62,Trading Economics
Official,Bangladesh,,BDT,20/03/2014,77.58,Trading Economics
Official,Bangladesh,,BDT,21/03/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,24/03/2014,77.45,Trading Economics
Official,Bangladesh,,BDT,25/03/2014,77.47,Trading Economics
Official,Bangladesh,,BDT,26/03/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,27/03/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,28/03/2014,77.37,Trading Economics
Official,Bangladesh,,BDT,31/03/2014,77.54,Trading Economics
Official,Bangladesh,,BDT,01/04/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,02/04/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,03/04/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,04/04/2014,77.47,Trading Economics
Official,Bangladesh,,BDT,07/04/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,08/04/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,09/04/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,10/04/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,11/04/2014,77.47,Trading Economics
Official,Bangladesh,,BDT,14/04/2014,77.45,Trading Economics
Official,Bangladesh,,BDT,15/04/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,16/04/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,17/04/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,18/04/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,21/04/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,22/04/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,23/04/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,24/04/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,25/04/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,28/04/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,29/04/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,30/04/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,01/05/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,02/05/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,05/05/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,06/05/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,07/05/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,08/05/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,09/05/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,12/05/2014,77.45,Trading Economics
Official,Bangladesh,,BDT,13/05/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,14/05/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,15/05/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,16/05/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,19/05/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,20/05/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,21/05/2014,77.44,Trading Economics
Official,Bangladesh,,BDT,22/05/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,23/05/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,26/05/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,27/05/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,28/05/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,29/05/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,30/05/2014,77.36,Trading Economics
Official,Bangladesh,,BDT,02/06/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,03/06/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,04/06/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,05/06/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,06/06/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,09/06/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,10/06/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,11/06/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,12/06/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,13/06/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,16/06/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,17/06/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,18/06/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,19/06/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,20/06/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,23/06/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,24/06/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,25/06/2014,77.54,Trading Economics
Official,Bangladesh,,BDT,26/06/2014,77.54,Trading Economics
Official,Bangladesh,,BDT,27/06/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,30/06/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,01/07/2014,77.52,Trading Economics
Official,Bangladesh,,BDT,02/07/2014,77.53,Trading Economics
Official,Bangladesh,,BDT,03/07/2014,77.54,Trading Economics
Official,Bangladesh,,BDT,04/07/2014,77.54,Trading Economics
Official,Bangladesh,,BDT,07/07/2014,77.55,Trading Economics
Official,Bangladesh,,BDT,08/07/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,09/07/2014,77.55,Trading Economics
Official,Bangladesh,,BDT,10/07/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,11/07/2014,77.5,Trading Economics
Official,Bangladesh,,BDT,14/07/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,15/07/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,16/07/2014,77.46,Trading Economics
Official,Bangladesh,,BDT,17/07/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,18/07/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,21/07/2014,77.47,Trading Economics
Official,Bangladesh,,BDT,22/07/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,23/07/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,24/07/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,25/07/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,28/07/2014,77.37,Trading Economics
Official,Bangladesh,,BDT,29/07/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,30/07/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,31/07/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,01/08/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,04/08/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,05/08/2014,77.48,Trading Economics
Official,Bangladesh,,BDT,06/08/2014,77.47,Trading Economics
Official,Bangladesh,,BDT,07/08/2014,77.45,Trading Economics
Official,Bangladesh,,BDT,08/08/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,11/08/2014,77.46,Trading Economics
Official,Bangladesh,,BDT,12/08/2014,77.47,Trading Economics
Official,Bangladesh,,BDT,13/08/2014,77.43,Trading Economics
Official,Bangladesh,,BDT,14/08/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,15/08/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,18/08/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,19/08/2014,77.42,Trading Economics
Official,Bangladesh,,BDT,20/08/2014,77.4,Trading Economics
Official,Bangladesh,,BDT,21/08/2014,77.38,Trading Economics
Official,Bangladesh,,BDT,22/08/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,25/08/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,26/08/2014,77.39,Trading Economics
Official,Bangladesh,,BDT,27/08/2014,77.04,Trading Economics
Official,Bangladesh,,BDT,28/08/2014,77.03,Trading Economics
Official,Bangladesh,,BDT,29/08/2014,77.02,Trading Economics
Official,Bangladesh,,BDT,01/09/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,02/09/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,03/09/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,04/09/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,05/09/2014,77.35,Trading Economics
Official,Bangladesh,,BDT,08/09/2014,77.02,Trading Economics
Official,Bangladesh,,BDT,09/09/2014,77.02,Trading Economics
Official,Bangladesh,,BDT,10/09/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,11/09/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,12/09/2014,77,Trading Economics
Official,Bangladesh,,BDT,15/09/2014,77.02,Trading Economics
Official,Bangladesh,,BDT,16/09/2014,77.02,Trading Economics
Official,Bangladesh,,BDT,17/09/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,18/09/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,19/09/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,22/09/2014,77.27,Trading Economics
Official,Bangladesh,,BDT,23/09/2014,77.25,Trading Economics
Official,Bangladesh,,BDT,24/09/2014,77.23,Trading Economics
Official,Bangladesh,,BDT,25/09/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,26/09/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,29/09/2014,77.15,Trading Economics
Official,Bangladesh,,BDT,30/09/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,01/10/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,02/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,03/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,06/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,07/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,08/10/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,09/10/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,10/10/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,13/10/2014,77.32,Trading Economics
Official,Bangladesh,,BDT,14/10/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,15/10/2014,77.25,Trading Economics
Official,Bangladesh,,BDT,16/10/2014,77.25,Trading Economics
Official,Bangladesh,,BDT,17/10/2014,77.25,Trading Economics
Official,Bangladesh,,BDT,20/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,21/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,22/10/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,23/10/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,24/10/2014,77.33,Trading Economics
Official,Bangladesh,,BDT,27/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,28/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,29/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,30/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,31/10/2014,77.3,Trading Economics
Official,Bangladesh,,BDT,03/11/2014,77.27,Trading Economics
Official,Bangladesh,,BDT,04/11/2014,77.2,Trading Economics
Official,Bangladesh,,BDT,05/11/2014,77.2,Trading Economics
Official,Bangladesh,,BDT,06/11/2014,77.2,Trading Economics
Official,Bangladesh,,BDT,07/11/2014,77.2,Trading Economics
Official,Bangladesh,,BDT,10/11/2014,77.2,Trading Economics
Official,Bangladesh,,BDT,11/11/2014,77.18,Trading Economics
Official,Bangladesh,,BDT,12/11/2014,77.2,Trading Economics
Official,Bangladesh,,BDT,13/11/2014,77.2,Trading Economics
